LocationName	Operation	NodeNumber	NodeName	X	Y	Heading	Floor	StopType	RestartAllowed	DestinationOnly	GridlockEscapeNodeNumber	DetourNodeNumber	LaneNode	MaxLaneNodeDistance	LaneNodeSpeed	RestartAPlusMacro	ArriveAPlusMacro	DepartAPlusMacro
NULL	NULL	4013	N4013	613492	523335	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4014	N4014	579735	505000	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4015	N4015	579735	507078	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4016	N4016	579735	509584	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4017	N4017	579735	512500	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4018	N4018	579735	518700	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4019	N4019	579735	520800	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4020	N4020	579735	521700	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4021	N4021	551155	504900	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4022	N4022	551155	506578	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4023	N4023	551155	509500	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4024	N4024	549450	513679	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4025	N4025	551155	517400	90	0	1	1	0	3041	0	0	0	0	 	 	 
NULL	NULL	4026	N4026	551155	520000	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4027	N4027	551155	523269	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4028	N4028	517473	504000	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4029	N4029	517473	506578	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4030	N4030	517473	509729	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4031	N4031	517473	511700	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4032	N4032	517473	518600	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4033	N4033	517473	520800	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4034	N4034	517473	522351	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4035	N4035	490706	497200	90	0	1	1	0	2750	0	0	0	0	 	 	 
NULL	NULL	4036	N4036	490706	498854	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4037	N4037	490706	500000	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4038	N4038	491020	504900	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4039	N4039	491020	509345	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4040	N4040	491020	511000	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4041	N4041	491020	512750	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5000	N5000	496111	518386	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5001	N5001	496111	520100	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5110	N5110	545758	522518	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5111	N5111	545758	520730	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	4046	N4046	511048	496200	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4047	N4047	511048	499591	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	7182	N7182	644405	501610	180	0	1	1	0	0	0	0	0	0	 	 	 
P40_05_H1	Park	623	N0623	532230	506793	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4101	N4101	496400	496504	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4102	N4102	496400	500000	90	0	0	1	0	0	0	0	0	0	 	 	 
P40_06_R2	Load	624	N0624	530130	506793	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_06_R2	Unload	624	N0624	530130	506793	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4201	N4201	502090	496504	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4202	N4202	502090	500000	90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4500	N4500	677458	513000	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4501	N4501	677458	508753	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4502	N4502	677458	507495	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4503	N4503	677458	505676	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4504	N4504	645602	513278	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4505	N4505	645602	509084	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4506	N4506	645602	507476	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4507	N4507	645602	504800	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4508	N4508	613492	523335	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4509	N4509	613492	520771	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4510	N4510	613492	517871	-90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4511	N4511	613492	513956	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4512	N4512	613492	509591	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4513	N4513	613492	507141	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4514	N4514	613492	504827	-90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4515	N4515	583202	523601	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4516	N4516	583202	520800	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4517	N4517	583202	517900	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4518	N4518	583202	513689	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4519	N4519	583202	509584	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4520	N4520	583202	507631	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4521	N4521	583202	505500	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4522	N4522	552895	523776	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4523	N4523	552895	520922	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4524	N4524	552895	517750	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4525	N4525	552895	514000	-90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4526	N4526	552895	509374	-90	0	1	1	0	4528	0	0	0	0	 	 	 
NULL	NULL	4527	N4527	552895	507000	-90	0	1	1	0	4528	0	0	0	0	 	 	 
NULL	NULL	4528	N4528	552895	504200	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4529	N4529	546131	500000	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4530	N4530	520940	523508	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4531	N4531	520940	520800	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4532	N4532	520940	517800	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4533	N4533	520940	513700	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4534	N4534	520940	509584	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4535	N4535	520940	506578	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4536	N4536	520940	504000	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	7202	N7202	639120	501610	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	7212	N7212	637230	501610	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	7242	N7242	631585	501610	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4540	N4540	489146	522232	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4541	N4541	489146	520856	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4542	N4542	489146	518737	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4543	N4543	489146	514354	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4544	N4544	489146	508200	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4545	N4545	489146	505854	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4546	N4546	489146	504900	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4600	N4600	511048	500000	-90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4601	N4601	511048	498400	-90	0	0	1	0	0	0	0	0	0	 	 	 
NULL	NULL	4602	N4602	492477	500300	-90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	9242	N9242	551155	503335	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	7203	N7203	613492	512956	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	1000	N1000	494661	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_02	Pick	5010	N5010	496123	522509	89.68	0	1	1	1	0	0	0	0	0	 	 	 
P41_02	Drop	5010	N5010	496123	522509	89.68	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5011	N5011	496113	520730	89.68	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1001	N1001	496165	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_03	Pick	5020	N5020	503193	518320	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
P41_03	Drop	5020	N5020	503193	518320	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5021	N5021	503202	520082	-90.29	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1002	N1002	497742	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_04	Pick	5030	N5030	503273	522509	89.71	0	1	1	1	0	0	0	0	0	 	 	 
P41_04	Drop	5030	N5030	503273	522509	89.71	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5031	N5031	503264	520730	89.71	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1003	N1003	501745	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_05	Pick	5040	N5040	510324	518320	-90.33	0	1	1	1	0	0	0	0	0	 	 	 
P41_05	Drop	5040	N5040	510324	518320	-90.33	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5041	N5041	510336	520085	-90.44	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1005	N1005	504826	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_06	Pick	5050	N5050	510381	522518	89.11	0	1	1	1	0	0	0	0	0	 	 	 
P41_06	Drop	5050	N5050	510381	522518	89.11	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5051	N5051	510353	520730	89.1	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1006	N1006	508862	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_07	Pick	5060	N5060	531496	518320	-90.33	0	1	1	1	0	0	0	0	0	 	 	 
P41_07	Drop	5060	N5060	531496	518320	-90.33	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5061	N5061	531506	520085	-90.33	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1007	N1007	510366	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_08	Pick	5070	N5070	531529	522509	89.71	0	1	1	1	0	0	0	0	0	 	 	 
P41_08	Drop	5070	N5070	531529	522509	89.71	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5071	N5071	531520	520730	89.71	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1008	N1008	511943	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_09	Pick	5080	N5080	538599	518325	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
P41_09	Drop	5080	N5080	538599	518325	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5081	N5081	538608	520082	-90.29	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1009	N1009	530011	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_10	Pick	5090	N5090	538631	522509	89.84	0	1	1	1	0	0	0	0	0	 	 	 
P41_10	Drop	5090	N5090	538631	522509	89.84	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5091	N5091	538626	520730	89.84	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1010	N1010	531515	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P41_11	Pick	5100	N5100	545708	518325	-90	0	1	1	1	0	0	0	0	0	 	 	 
P41_11	Drop	5100	N5100	545708	518325	-90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5101	N5101	545708	520085	-90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1011	N1011	533092	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	9232	N9232	552895	509374	-32	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5122	N5122	546200	523375	135	0	0	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1012	N1012	537126	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_11	Pick	5120	N5120	546200	523375	180	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_11	Drop	5120	N5120	546200	523375	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5121	N5121	547950	523375	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1013	N1013	538630	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_10	Pick	5130	N5130	539750	523375	180	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_10	Drop	5130	N5130	539750	523375	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5131	N5131	541350	523375	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1014	N1014	540207	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_8	Pick	5140	N5140	532650	523385	180	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_8	Drop	5140	N5140	532650	523385	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5141	N5141	534250	523385	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1015	N1015	544235	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_5	Drop	5150	N5150	509320	523350	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_5	Pick	5150	N5150	509320	523350	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5151	N5151	507720	523350	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1016	N1016	545739	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_3	Pick	5160	N5160	502270	523320	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_41_3	Drop	5160	N5160	502270	523320	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5161	N5161	500620	523320	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1017	N1017	547316	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_2	Pick	5170	N5170	495240	523340	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_41_2	Drop	5170	N5170	495240	523340	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5171	N5171	493640	523340	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1018	N1018	556894	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5340	N5340	558390	518336	-90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5341	N5341	558390	520122	-90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1019	N1019	558398	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_02	Pick	5350	N5350	558415	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
P43_02	Drop	5350	N5350	558415	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5351	N5351	558415	520740	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1020	N1020	559975	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_03	Pick	5360	N5360	565515	518336	-90.26	0	1	1	1	0	0	0	0	0	 	 	 
P43_03	Drop	5360	N5360	565515	518336	-90.26	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5361	N5361	565523	520122	-90.26	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1021	N1021	564016	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_04	Pick	5370	N5370	565533	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
P43_04	Drop	5370	N5370	565533	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5371	N5371	565533	520740	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1022	N1022	565520	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_05	Pick	5380	N5380	572605	518336	-90.16	0	1	1	1	0	0	0	0	0	 	 	 
P43_05	Drop	5380	N5380	572605	518336	-90.16	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5381	N5381	572610	520125	-90.16	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1023	N1023	567097	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_06	Pick	5390	N5390	572636	522513	89.78	0	1	1	1	0	0	0	0	0	 	 	 
P43_06	Drop	5390	N5390	572636	522513	89.78	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5391	N5391	572629	520740	89.78	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1024	N1024	571125	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_07	Pick	5400	N5400	593764	518336	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
P43_07	Drop	5400	N5400	593764	518336	-90.29	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5401	N5401	593773	520122	-90.29	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1025	N1025	572629	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_08	Pick	5410	N5410	593815	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
P43_08	Drop	5410	N5410	593815	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5411	N5411	593815	520730	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1026	N1026	574206	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_09	Pick	5420	N5420	600884	518336	-90.19	0	1	1	1	0	0	0	0	0	 	 	 
P43_09	Drop	5420	N5420	600884	518336	-90.19	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	5421	N5421	600890	520122	-90.19	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1027	N1027	592280	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_10	Pick	5430	N5430	600911	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
P43_10	Drop	5430	N5430	600911	522513	90	0	1	1	1	0	0	0	0	0	 	 	 
P40_05_R1	Load	625	N0625	532930	506793	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_05_R1	Unload	625	N0625	532930	506793	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	1028	N1028	593784	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
P43_11	Pick	5440	N5440	608000	518336	-89.68	0	1	1	0	0	0	0	0	0	 	 	 
P43_11	Drop	5440	N5440	608000	518336	-89.68	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5441	N5441	607990	520122	-89.68	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1029	N1029	595361	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5450	N5450	608010	522513	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5451	N5451	608010	520740	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1030	N1030	599385	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_11	Pick	5460	N5460	608500	523380	180	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_11	Drop	5460	N5460	608500	523380	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5461	N5461	610400	523380	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1031	N1031	600889	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_10	Drop	5470	N5470	601996	523370	180	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_10	Pick	5470	N5470	601996	523370	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5471	N5471	603596	523370	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1032	N1032	602466	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_8	Pick	5480	N5480	594888	523385	180	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_8	Drop	5480	N5480	594888	523385	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5481	N5481	596539	523385	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1033	N1033	606497	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_5	Pick	5490	N5490	571590	523380	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_5	Drop	5490	N5490	571590	523380	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5491	N5491	569990	523380	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1034	N1034	608001	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_3	Pick	5500	N5500	564604	523370	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_43_3	Drop	5500	N5500	564604	523370	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5501	N5501	563004	523370	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1035	N1035	609578	519764	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_2	Pick	5510	N5510	557550	523380	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_43_2	Drop	5510	N5510	557550	523380	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	5511	N5511	555950	523380	0	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1036	N1036	494661	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_02	Pick	6000	N6000	545784	504692	-89.03	0	1	1	1	0	0	0	0	0	 	 	 
P40_02	Drop	6000	N6000	545784	504692	-89.03	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6001	N6001	545754	506470	-89.03	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1037	N1037	496165	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	6010	N6010	545741	508900	90	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	6011	N6011	545741	507088	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1038	N1038	497742	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_04	Pick	6020	N6020	538647	504692	-89.81	0	1	1	1	0	0	0	0	0	 	 	 
P40_04	Drop	6020	N6020	538647	504692	-89.81	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6021	N6021	538641	506490	-89.81	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1039	N1039	501742	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_03	Pick	6030	N6030	538637	508900	89.97	0	1	1	1	0	0	0	0	0	 	 	 
P40_03	Drop	6030	N6030	538637	508900	89.97	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6031	N6031	538636	507088	89.97	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1040	N1040	503246	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_06	Pick	6040	N6040	531546	504692	-89.33	0	1	1	1	0	0	0	0	0	 	 	 
P40_06	Drop	6040	N6040	531546	504692	-89.33	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6041	N6041	531525	506490	-89.33	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1041	N1041	504823	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_05	Pick	6050	N6050	531530	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
P40_05	Drop	6050	N6050	531530	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6051	N6051	531530	507070	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1042	N1042	508851	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_08	Pick	6060	N6060	510370	504692	-90	0	1	1	1	0	0	0	0	0	 	 	 
P40_08	Drop	6060	N6060	510370	504692	-90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6061	N6061	510370	506470	-90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1043	N1043	510355	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_07	Pick	6070	N6070	510330	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
P40_07	Drop	6070	N6070	510330	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6071	N6071	510330	507078	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1044	N1044	511932	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_10	Pick	6080	N6080	503270	504692	-90	0	1	1	1	0	0	0	0	0	 	 	 
P40_10	Drop	6080	N6080	503270	504692	-90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6081	N6081	503270	506470	-90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1045	N1045	530002	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_09	Pick	6090	N6090	503230	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
P40_09	Drop	6090	N6090	503230	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6091	N6091	503230	507078	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1046	N1046	531506	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	6100	N6100	496161	504692	-90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6101	N6101	496161	506470	-90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1047	N1047	533083	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
P40_11	Pick	6110	N6110	496116	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
P40_11	Drop	6110	N6110	496116	508900	90	0	1	1	1	0	0	0	0	0	 	 	 
NULL	NULL	6111	N6111	496116	507088	90	0	1	0	0	0	0	0	0	0	 	 	 
NULL	NULL	1048	N1048	537126	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_40_2	Drop	6120	N6120	546300	509655	180	0	1	1	0	0	0	0	0	0	 	 	 
WASTE_40_2	Pick	6120	N6120	546300	509655	180	0	1	1	0	0	0	0	0	0	 	 	 
NULL	NULL	6121	N6121	548050	509655	180	0	1	0	1	0	0	0	0	0	 	 	 
NULL	NULL	1049	N1049	538630	506010	0	0	1	1	0	0	0	0	0	0	 	 	 
CORE_40_3	Pick	6130	N6130	539770	509655	180	0	1	1	0	0	0	0	0	0	 	 	 
CORE_40_3	Drop	6130	N6130	539770	509655	180	0	1	1	0	0	0	0	0	0	 	 	 
